"","Var1","barcode01","barcode02","barcode03","barcode04","barcode05","barcode06","barcode07","barcode08","barcode09","barcode10","barcode11","barcode12","barcode13","barcode14","barcode15","barcode16","barcode17","barcode18","barcode19","barcode20","barcode21","barcode22","barcode23","barcode24","unclassified"
"Mesorhizobium atlanticum","Mesorhizobium atlanticum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Mesorhizobium australicum WSM2073","Mesorhizobium australicum WSM2073",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesorhizobium oceanicum","Mesorhizobium oceanicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mesorhizobium sophorae","Mesorhizobium sophorae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mesorhizobium tamadayense","Mesorhizobium tamadayense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Metabacillus halosaccharovorans","Metabacillus halosaccharovorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Metabacillus litoralis","Metabacillus litoralis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Metakosakonia massiliensis JC163","Metakosakonia massiliensis JC163",11,0,6,0,1,53,0,0,0,0,0,67,1,1,15,0,11,34,0,5,0,2,0,0,9
"Metasolibacillus fluoroglycofenilyticus","Metasolibacillus fluoroglycofenilyticus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
"Methylobacterium isbiliense","Methylobacterium isbiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Methylomusa anaerophila","Methylomusa anaerophila",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8,0,0
"Methyloradius palustris","Methyloradius palustris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Methylorubrum populi BJ001","Methylorubrum populi BJ001",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Microaerobacter geothermalis","Microaerobacter geothermalis",0,4,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,3,0,2,0,1
"Microbacter margulisiae","Microbacter margulisiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,703,0,31
"Microbacterium agarici","Microbacterium agarici",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Microbacterium arborescens","Microbacterium arborescens",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium esteraromaticum","Microbacterium esteraromaticum",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium paraoxydans","Microbacterium paraoxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Microbacterium resistens","Microbacterium resistens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Microcoleus anatoxicus","Microcoleus anatoxicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0
"Microvirga brassicacearum","Microvirga brassicacearum",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microvirga flavescens","Microvirga flavescens",2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Microvirga subterranea","Microvirga subterranea",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Millionella massiliensis","Millionella massiliensis",0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,202,7,5
"Mitsuokella jalaludinii","Mitsuokella jalaludinii",0,2,5,2,3,0,2,0,0,0,6,42,5,14,5,0,1,27,11,1,1,0,163,0,8
"Mitsuokella multacida","Mitsuokella multacida",0,0,4,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,16,0,1
"Mixta calida","Mixta calida",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mixta gaviniae","Mixta gaviniae",2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0
"Mixta intestinalis","Mixta intestinalis",1,0,2,0,0,1,0,1,0,0,0,10,0,0,1,0,5,7,1,1,0,0,0,0,2
"Mixta tenebrionis","Mixta tenebrionis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mixta theicola","Mixta theicola",1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1
"Mobilisporobacter senegalensis","Mobilisporobacter senegalensis",0,1,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,2,0,0,3,0,14,5,3
"Mobilitalea sibirica","Mobilitalea sibirica",0,1,0,1,0,1,1,0,0,0,1,0,2,41,0,0,5,3,0,2,12,0,18,0,5
"Moellerella wisconsensis","Moellerella wisconsensis",14,0,10,0,0,3,0,0,2,0,1,106,0,0,1,0,3,40,2,0,0,0,0,0,4
"Mogibacterium neglectum","Mogibacterium neglectum",0,1,2,1,0,0,1,0,0,0,0,3,5,0,0,0,0,8,0,0,1,0,2,0,0
"Mogibacterium pumilum","Mogibacterium pumilum",0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1
"Mogibacterium timidum","Mogibacterium timidum",0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
"Mogibacterium vescum","Mogibacterium vescum",0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
"Moheibacter sediminis","Moheibacter sediminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Monoglobus pectinilyticus","Monoglobus pectinilyticus",0,1,0,0,46,0,0,0,0,0,0,0,1,90,0,0,0,0,0,20,106,0,81,1,12
"Moorella glycerini","Moorella glycerini",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Moorella humiferrea","Moorella humiferrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"Moorella perchloratireducens","Moorella perchloratireducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Moorella thermoacetica","Moorella thermoacetica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1
"Moorella thermoautotrophica","Moorella thermoautotrophica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Moraxella lacunata","Moraxella lacunata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Moraxella osloensis","Moraxella osloensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mordavella massiliensis","Mordavella massiliensis",0,71,5,24,26,2,7,2,18,0,24,15,38,52,3,1,2,60,2,20,80,9,52,42,19
"Morganella morganii","Morganella morganii",1134,0,483,1,0,38,12,64,152,4,63,6180,12,0,20,0,305,1617,245,89,4,162,0,0,270
"Morganella morganii subsp. morganii","Morganella morganii subsp. morganii",33,0,26,0,0,0,0,1,10,0,3,155,0,0,3,1,7,35,4,2,1,6,0,0,17
"Morganella morganii subsp. sibonii","Morganella morganii subsp. sibonii",6,0,3,0,0,0,0,0,0,0,0,41,0,0,0,0,1,14,0,1,0,1,0,0,5
"Morganella psychrotolerans","Morganella psychrotolerans",24,0,4,0,0,1,0,6,2,0,0,114,1,0,2,0,3,213,3,1,0,0,0,0,16
"Moryella indoligenes","Moryella indoligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"Motilimonas eburnea","Motilimonas eburnea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter defluvii","Mucilaginibacter defluvii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Mucilaginibacter endophyticus","Mucilaginibacter endophyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Mucilaginibacter fluminis","Mucilaginibacter fluminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Mucilaginibacter ginsenosidivorax","Mucilaginibacter ginsenosidivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Mucilaginibacter gynuensis","Mucilaginibacter gynuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
"Mucilaginibacter herbaticus","Mucilaginibacter herbaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Mucilaginibacter jinjuensis","Mucilaginibacter jinjuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1
"Mucilaginibacter oryzae","Mucilaginibacter oryzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Mucilaginibacter pineti","Mucilaginibacter pineti",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mucilaginibacter pocheonensis","Mucilaginibacter pocheonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Mucilaginibacter polytrichastri","Mucilaginibacter polytrichastri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mucilaginibacter roseus","Mucilaginibacter roseus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
"Mucilaginibacter xinganensis","Mucilaginibacter xinganensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mucinivorans hirudinis","Mucinivorans hirudinis",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,67,1,4
"Mucispirillum schaedleri","Mucispirillum schaedleri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,0,166,2
"Muribacter muris","Muribacter muris",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muribaculum intestinale","Muribaculum intestinale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"Muricauda lutaonensis","Muricauda lutaonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Muricomes intestini","Muricomes intestini",0,20,3,17,51,0,3,4,36,0,10,4,23,17,2,2,1,124,3,123,9,12,17,14,24
"Murimonas intestini","Murimonas intestini",0,132,13,145,83,1,49,5,2,0,140,47,849,1891,7,1,13,23,47,165,119,2,137,6,196
"Musicola keenii","Musicola keenii",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mycetohabitans endofungorum","Mycetohabitans endofungorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mycoplasma alvi","Mycoplasma alvi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,5,7,1
"Mycoplasma amphoriforme A39","Mycoplasma amphoriforme A39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0
"Mycoplasma capricolum subsp. capripneumoniae","Mycoplasma capricolum subsp. capripneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Mycoplasma gallisepticum","Mycoplasma gallisepticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mycoplasma leachii PG50","Mycoplasma leachii PG50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Mycoplasma microti","Mycoplasma microti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Mycoplasma muris","Mycoplasma muris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0
"Mycoplasma mycoides subsp. capri","Mycoplasma mycoides subsp. capri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"Mycoplasma pirum","Mycoplasma pirum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,5,22,2
"Mycoplasma putrefaciens KS1","Mycoplasma putrefaciens KS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mycoplasma testudinis","Mycoplasma testudinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,297,9
"Mycoplasma tullyi","Mycoplasma tullyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,0
"Mycoplasma yeatsii","Mycoplasma yeatsii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Myroides anatoliensis","Myroides anatoliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Myroides odoratimimus","Myroides odoratimimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Myroides odoratus DSM 2801","Myroides odoratus DSM 2801",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myroides profundi","Myroides profundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Myxococcus virescens","Myxococcus virescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Natranaerobaculum magadiense","Natranaerobaculum magadiense",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Natranaerovirga hydrolytica","Natranaerovirga hydrolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1154,0,57
"Natranaerovirga pectinivora","Natranaerovirga pectinivora",0,0,0,1,0,0,0,0,1,0,3,1,1,254,0,0,0,1,0,3,3,0,5653,0,221
"Natronincola ferrireducens","Natronincola ferrireducens",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natronincola histidinovorans","Natronincola histidinovorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Natronincola peptidivorans","Natronincola peptidivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Natronoflexus pectinivorans","Natronoflexus pectinivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,1
"Negativibacillus massiliensis","Negativibacillus massiliensis",0,49,0,151,701,0,247,20,14,0,2064,252,477,3467,35,2,1,519,0,140,315,1,1593,0,343
"Neglecta timonensis","Neglecta timonensis",0,25,4,41,23,0,14,394,40,0,2031,22,337,86,2,19,36,3268,0,20,17,0,122,26,181
"Neobacillus bataviensis","Neobacillus bataviensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Neobacillus niacini","Neobacillus niacini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Nesterenkonia rhizosphaerae","Nesterenkonia rhizosphaerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Niallia circulans","Niallia circulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,1
"Niallia nealsonii","Niallia nealsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Nibribacter koreensis","Nibribacter koreensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nissabacter archeti","Nissabacter archeti",0,0,3,0,0,1,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0
"Nitratireductor indicus C115","Nitratireductor indicus C115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nitratireductor lucknowense","Nitratireductor lucknowense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Nitrosospira multiformis","Nitrosospira multiformis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Nocardioides marinus","Nocardioides marinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nocardioides panacihumi","Nocardioides panacihumi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nodularia spumigena","Nodularia spumigena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nonlabens spongiae","Nonlabens spongiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nonlabens tegetincola","Nonlabens tegetincola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,7,0,1
"Nosocomiicoccus massiliensis","Nosocomiicoccus massiliensis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Novibacillus thermophilus","Novibacillus thermophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Noviherbaspirillum aurantiacum","Noviherbaspirillum aurantiacum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"Noviherbaspirillum canariense","Noviherbaspirillum canariense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Noviherbaspirillum soli","Noviherbaspirillum soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"Novispirillum itersonii subsp. nipponicum","Novispirillum itersonii subsp. nipponicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Novisyntrophococcus fermenticellae","Novisyntrophococcus fermenticellae",0,6,57,0,21,0,1,0,8,4,4,6,30,16,16,0,23,8,184,26,238,0,27,0,38
"Novosphingobium aromaticivorans","Novosphingobium aromaticivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Novosphingobium flavum","Novosphingobium flavum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Novosphingobium soli","Novosphingobium soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Numidum massiliense","Numidum massiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Obesumbacterium proteus","Obesumbacterium proteus",3,0,1,0,0,0,0,1,0,0,1,12,0,0,1,0,2,1,0,0,0,0,0,0,1
"Occallatibacter savannae","Occallatibacter savannae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"Oceanirhabdus sediminicola","Oceanirhabdus sediminicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Oceanisphaera donghaensis","Oceanisphaera donghaensis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceanisphaera marina","Oceanisphaera marina",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceanisphaera ostreae","Oceanisphaera ostreae",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceanisphaera profunda","Oceanisphaera profunda",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
"Oceanobacillus locisalsi","Oceanobacillus locisalsi",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Oceanobacillus oncorhynchi","Oceanobacillus oncorhynchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oceanobacillus oncorhynchi subsp. incaldanensis","Oceanobacillus oncorhynchi subsp. incaldanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Oceanobacillus rekensis","Oceanobacillus rekensis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceanobacillus sojae","Oceanobacillus sojae",0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3
"Odoribacter laneus YIT 12061","Odoribacter laneus YIT 12061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"Odoribacter splanchnicus","Odoribacter splanchnicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,34,307,18,25
"Okeania lorea","Okeania lorea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Oligoflexus tunisiensis","Oligoflexus tunisiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Olivibacter terrae","Olivibacter terrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Orbus hercynius","Orbus hercynius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Oribacterium asaccharolyticum ACB7","Oribacterium asaccharolyticum ACB7",0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,3,1,0,28,0,0
"Oribacterium parvum ACB1","Oribacterium parvum ACB1",0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,7,0,1
"Oribacterium sinus","Oribacterium sinus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0
"Ornithinibacillus bavariensis","Ornithinibacillus bavariensis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Ornithinibacillus californiensis","Ornithinibacillus californiensis",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ornithinibacillus salinisoli","Ornithinibacillus salinisoli",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Oscillatoria sancta PCC 7515","Oscillatoria sancta PCC 7515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Oscillibacter ruminantium GH1","Oscillibacter ruminantium GH1",0,0,11,5,0,0,0,0,0,0,14,0,11,26,0,0,0,0,0,0,14,0,30,0,20
"Oscillibacter valericigenes","Oscillibacter valericigenes",0,4,421,141,2,0,7,0,2,0,1093,4,968,2005,1,2,2,11,0,52,1196,8,1662,39,204
"Oxalobacter formigenes","Oxalobacter formigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,13,119,0,14
"Oxalobacter vibrioformis","Oxalobacter vibrioformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Oxalophagus oxalicus","Oxalophagus oxalicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Oxobacter pfennigii","Oxobacter pfennigii",0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,1,34,0,0
"Paenibacillus abyssi","Paenibacillus abyssi",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus aceris","Paenibacillus aceris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Paenibacillus aceti","Paenibacillus aceti",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus aestuarii","Paenibacillus aestuarii",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
"Paenibacillus agarexedens","Paenibacillus agarexedens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Paenibacillus agaridevorans","Paenibacillus agaridevorans",0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,22,0,0,0,0,1,0,2
"Paenibacillus albidus","Paenibacillus albidus",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"Paenibacillus alginolyticus","Paenibacillus alginolyticus",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus algorifonticola","Paenibacillus algorifonticola",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Paenibacillus alkaliterrae","Paenibacillus alkaliterrae",0,3,0,0,0,0,0,0,0,0,4,0,3,6,1,0,2,0,0,0,0,0,0,0,0
"Paenibacillus alvei","Paenibacillus alvei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Paenibacillus alvei DSM 29","Paenibacillus alvei DSM 29",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus anaericanus","Paenibacillus anaericanus",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus antarcticus","Paenibacillus antarcticus",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Paenibacillus apiarius","Paenibacillus apiarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"Paenibacillus azotifigens","Paenibacillus azotifigens",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Paenibacillus barcinonensis","Paenibacillus barcinonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Paenibacillus borealis","Paenibacillus borealis",0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1
"Paenibacillus bovis","Paenibacillus bovis",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1
"Paenibacillus camelliae","Paenibacillus camelliae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
